"ORDERID","USERID","SALESREPPERSONID","CONTACTPERSONID","ORDERDATE","EXPECTEDDELIVERYDATE","CUSTOMERPURCHASEORDERNUMBER","ISUNDERSUPPLYBACKORDERED","PICKINGCOMPLETEDWHEN","LASTEDITEDBY","LASTEDITEDWHEN"
2398,845,14,3045,23-08-29,23-09-05,"17273",1,23-09-03,9,23-08-31
2399,445,8,2089,24-05-31,24-06-09,"11781",1,24-06-05,8,24-06-01
2400,105,7,1209,24-12-08,24-12-11,"18118",1,24-12-13,14,24-12-12
2401,60,15,1119,24-02-23,24-03-02,"10930",1,24-02-25,17,24-02-27
2402,907,6,3107,23-08-20,23-08-25,"13550",1,23-08-22,11,23-08-22
2403,447,20,2093,23-09-04,23-09-06,"19013",1,23-09-06,18,23-09-08
2404,78,3,1155,24-02-26,24-03-03,"19714",1,24-02-29,18,24-02-29
2405,163,8,1325,24-09-07,24-09-08,"13553",1,24-09-09,18,24-09-09
2406,903,6,3103,23-11-18,23-11-25,"13072",1,23-11-19,18,23-11-22
2407,48,16,1095,23-03-05,23-03-08,"10256",1,23-03-08,18,23-03-07
2408,2,2,1003,24-08-13,24-08-22,"14102",1,24-08-17,18,24-08-17
2409,41,7,1081,24-11-28,24-12-06,"17040",1,24-11-30,18,24-12-01
2410,81,16,1161,24-04-16,24-04-25,"17893",1,24-04-18,18,24-04-18
2411,970,7,3170,23-01-07,23-01-10,"17789",1,23-01-10,6,23-01-12
2412,134,3,1267,23-05-11,23-05-16,"17537",1,23-05-15,18,23-05-15
2413,10,2,1019,24-12-14,24-12-16,"17336",1,24-12-17,18,24-12-16
2414,576,20,2351,24-09-09,24-09-11,"15178",1,24-09-13,18,24-09-13
2415,485,15,2169,24-12-14,24-12-23,"13795",1,24-12-19,18,24-12-16
2416,585,2,2369,23-09-01,23-09-03,"17967",1,23-09-02,18,23-09-04
2417,23,13,1045,24-09-23,24-09-27,"18221",1,24-09-25,18,24-09-25
2418,838,20,3038,23-10-13,23-10-20,"11689",1,23-10-17,18,23-10-17
2419,3,6,1005,23-07-17,23-07-25,"18932",1,23-07-19,18,23-07-20
2420,86,20,1171,23-04-03,23-04-11,"19594",1,23-04-06,18,23-04-04
2421,51,16,1101,23-09-02,23-09-03,"10853",1,23-09-05,18,23-09-06
2422,525,8,2249,24-12-22,24-12-26,"17056",1,24-12-24,18,24-12-27
2423,492,7,2183,24-03-13,24-03-15,"13762",1,24-03-16,18,24-03-18
2424,825,13,3025,24-12-04,24-12-08,"16041",1,24-12-07,18,24-12-09
2425,912,6,3112,24-02-02,24-02-11,"19510",1,24-02-04,18,24-02-06
2426,493,3,2185,23-05-08,23-05-12,"17048",1,23-05-10,18,23-05-10
2427,9,2,1017,23-01-17,23-01-25,"17626",1,23-01-18,18,23-01-22
2428,50,7,1099,24-10-08,24-10-11,"19524",1,24-10-12,18,24-10-10
2429,867,8,3067,24-09-26,24-10-02,"18199",1,24-09-30,18,24-09-28
2430,536,6,2271,23-12-09,23-12-13,"10087",1,23-12-11,18,23-12-12
2431,913,16,3113,23-10-26,23-11-04,"17945",1,23-10-28,6,23-10-29
2432,165,2,1329,23-01-03,23-01-07,"17362",1,23-01-07,18,23-01-07
2433,25,6,1049,24-05-06,24-05-11,"10383",1,24-05-08,18,24-05-08
2434,886,13,3086,23-05-14,23-05-24,"15983",1,23-05-17,18,23-05-17
2435,12,14,1023,24-08-16,24-08-22,"11937",1,24-08-19,18,24-08-20
2436,973,16,3173,24-02-04,24-02-05,"11448",1,24-02-06,18,24-02-07
2437,514,3,2227,24-01-31,24-02-04,"15387",1,24-02-02,18,24-02-02
2438,125,6,1249,24-02-26,24-03-05,"15526",1,24-02-29,18,24-03-02
2439,983,14,3183,24-05-09,24-05-13,"11742",1,24-05-13,6,24-05-10
2440,892,15,3092,24-05-26,24-05-28,"11531",1,24-05-27,18,24-05-30
2441,184,2,1367,23-06-19,23-06-22,"16905",1,23-06-21,18,23-06-20
2442,401,13,2001,23-04-17,23-04-19,"14107",1,23-04-21,18,23-04-21
2443,445,20,2089,23-02-09,23-02-14,"12276",1,23-02-11,18,23-02-10
2444,160,7,1319,23-08-21,23-08-26,"13826",1,23-08-25,18,23-08-25
2445,20,3,1039,23-05-07,23-05-12,"16645",1,23-05-11,18,23-05-10
2446,455,6,2109,23-03-13,23-03-14,"17207",1,23-03-17,18,23-03-15
2447,845,2,3045,24-07-13,24-07-15,"11853",1,24-07-16,18,24-07-18
2448,188,2,1375,23-02-26,23-03-03,"15352",1,23-02-27,18,23-02-27
2449,151,6,1301,24-07-31,24-08-09,"16920",1,24-08-04,18,24-08-03
2450,916,7,3116,23-02-06,23-02-15,"16782",1,23-02-08,18,23-02-09
2451,457,8,2113,24-06-29,24-07-04,"16536",1,24-07-01,18,24-07-03
2452,191,13,1381,23-07-08,23-07-11,"12023",1,23-07-12,14,23-07-12
2453,970,7,3170,24-09-06,24-09-13,"17789",1,24-09-10,13,24-09-10
2454,913,16,3113,23-05-22,23-05-30,"17945",1,23-05-23,6,23-05-27
2455,983,14,3183,23-08-29,23-09-06,"11742",1,,6,23-09-03
2456,909,15,3109,23-06-13,23-06-18,"10791",1,23-06-17,8,23-06-17
2457,843,2,3043,24-09-08,24-09-12,"10459",1,24-09-10,8,24-09-12
2458,887,15,3087,23-09-26,23-10-01,"14275",1,23-09-27,8,23-09-29
2459,419,20,2037,24-11-02,24-11-03,"13839",1,24-11-04,8,24-11-05
2460,821,6,3021,23-09-17,23-09-21,"14130",1,23-09-21,8,23-09-19
2461,144,2,1287,24-03-19,24-03-28,"13298",1,24-03-21,8,24-03-23
2462,515,20,2229,23-07-18,23-07-20,"10970",1,23-07-19,8,23-07-19
2463,200,2,1399,23-03-29,23-04-05,"17554",1,23-04-03,8,23-04-03
2464,481,2,2161,23-12-02,23-12-09,"11323",1,23-12-07,8,23-12-05
2465,160,14,1319,23-02-10,23-02-17,"14069",1,23-02-12,8,23-02-12
2466,984,7,3184,24-04-16,24-04-21,"16947",1,24-04-19,14,24-04-20
2467,809,8,3009,24-09-10,24-09-19,"15458",1,24-09-12,14,24-09-11
2468,879,20,3079,24-01-24,24-01-29,"11577",1,24-01-26,8,24-01-27
2469,923,7,3123,23-04-23,23-05-03,"12832",1,23-04-27,8,23-04-26
2470,490,16,2179,24-03-24,24-04-01,"16644",1,24-03-28,8,24-03-29
2471,98,13,1195,24-12-02,24-12-03,"12045",1,24-12-05,8,24-12-06
2472,843,2,3043,23-01-21,23-01-31,"18962",1,23-01-26,14,23-01-26
2473,7,2,1013,24-04-16,24-04-20,"18816",1,24-04-20,8,24-04-17
2474,48,15,1095,24-05-23,24-05-25,"13100",1,24-05-28,8,24-05-26
2475,867,13,3067,24-07-19,24-07-25,"14118",1,24-07-24,8,24-07-23
2476,114,15,1227,24-06-01,24-06-05,"13771",1,24-06-04,8,24-06-03
2477,479,13,2157,24-04-12,24-04-17,"16029",1,24-04-14,8,24-04-13
2478,181,7,1361,23-12-05,23-12-12,"17675",1,23-12-07,8,23-12-06
2479,898,16,3098,24-05-08,24-05-16,"14137",1,24-05-09,8,24-05-11
2480,425,20,2049,23-08-22,23-08-27,"14709",1,23-08-26,8,23-08-25
2481,572,3,2343,23-09-13,23-09-22,"13270",1,23-09-14,8,23-09-14
2482,872,3,3072,24-04-04,24-04-06,"13470",1,24-04-05,8,24-04-08
2483,27,6,1053,23-12-05,23-12-10,"14365",1,23-12-07,8,23-12-07
2484,826,16,3026,23-05-04,23-05-09,"15141",1,23-05-06,8,23-05-07
2485,88,8,1175,24-02-18,24-02-19,"19223",1,24-02-22,8,24-02-21
2486,190,20,1379,24-03-21,24-03-25,"14033",1,24-03-25,8,24-03-23
2487,35,20,1069,23-05-18,23-05-26,"19318",1,23-05-21,8,23-05-19
2488,891,7,3091,24-02-15,24-02-22,"11994",1,24-02-19,8,24-02-16
2489,863,13,3063,23-11-27,23-12-07,"19136",1,23-11-28,8,23-11-29
2490,923,20,3123,24-02-14,24-02-21,"13377",1,24-02-15,8,24-02-15
2491,892,13,3092,23-01-01,23-01-08,"12142",1,23-01-03,8,23-01-04
2492,176,13,1351,23-02-20,23-02-26,"18607",1,23-02-23,8,23-02-22
2493,806,7,3006,24-08-28,24-09-07,"18660",1,24-08-30,8,24-09-02
2494,465,16,2129,24-08-28,24-09-04,"13481",1,24-09-01,8,24-08-31
2495,125,15,1249,24-08-15,24-08-23,"17541",1,24-08-17,8,24-08-16
2496,200,7,1399,24-11-08,24-11-09,"18366",1,24-11-10,8,24-11-13
2497,850,7,3050,23-12-02,23-12-06,"17551",1,23-12-06,8,23-12-06
2498,34,6,1067,23-04-09,23-04-14,"19731",1,23-04-13,8,23-04-12
2499,457,15,2113,24-07-03,24-07-07,"11425",1,24-07-05,8,24-07-07
2500,137,14,1273,23-01-27,23-02-03,"14592",1,23-01-30,8,23-01-28
2501,906,7,3106,24-08-26,24-09-04,"16631",1,24-08-31,8,24-08-29
2502,120,15,1239,23-11-25,23-12-03,"18124",1,23-11-29,8,23-11-27
2503,997,7,3197,24-08-22,24-08-26,"14246",1,24-08-25,8,24-08-25
2504,431,15,2061,24-06-12,24-06-15,"14248",1,24-06-13,8,24-06-15
2505,992,3,3192,23-01-31,23-02-02,"16828",1,23-02-03,8,23-02-02
2506,991,7,3191,23-03-06,23-03-10,"11297",1,23-03-10,14,23-03-09
2507,853,20,3053,23-08-03,23-08-06,"17759",1,23-08-06,8,23-08-07
2508,173,3,1345,23-09-09,23-09-13,"18530",1,23-09-12,8,23-09-13
2509,948,6,3148,24-05-07,24-05-10,"11819",1,24-05-11,8,24-05-10
2510,571,7,2341,24-07-16,24-07-24,"11369",1,24-07-18,8,24-07-18
2511,121,15,1241,24-03-19,24-03-21,"11059",1,24-03-21,8,24-03-23
2512,588,7,2375,24-05-26,24-06-03,"18874",1,24-05-27,8,24-05-31
2513,465,15,2129,23-09-19,23-09-24,"15194",1,23-09-23,8,23-09-20
2514,845,14,3045,24-11-08,24-11-13,"13991",1,24-11-12,8,24-11-10
2515,539,7,2277,23-04-09,23-04-15,"15600",1,23-04-11,8,23-04-13
2516,888,14,3088,23-04-10,23-04-13,"13730",1,23-04-14,8,23-04-13
2517,984,7,3184,23-12-07,23-12-09,"16947",1,23-12-12,14,23-12-10
2518,809,8,3009,24-12-11,24-12-14,"15458",1,24-12-15,12,24-12-15
2519,843,2,3043,23-06-30,23-07-06,"18962",1,23-07-01,5,23-07-04
2520,991,7,3191,23-02-01,23-02-09,"11297",1,,14,23-02-03
2521,993,16,3193,24-04-20,24-04-28,"17183",1,24-04-23,17,24-04-25
2522,6,3,1011,23-07-19,23-07-27,"14636",1,23-07-21,17,23-07-23
2523,804,14,3004,24-08-14,24-08-21,"15313",1,24-08-18,17,24-08-15
2524,994,20,3194,24-10-23,24-11-02,"18568",1,24-10-25,17,24-10-27
2525,48,13,1095,23-02-24,23-02-27,"19816",1,23-02-25,17,23-02-26
2526,568,16,2335,24-05-07,24-05-16,"16595",1,24-05-11,17,24-05-10
2527,995,20,3195,24-03-17,24-03-19,"14768",1,24-03-22,17,24-03-22
2528,458,6,2115,24-12-10,24-12-13,"16389",1,24-12-15,17,24-12-14
2529,895,20,3095,24-10-27,24-10-28,"13665",1,24-10-29,17,24-10-28
2530,201,13,1401,24-10-05,24-10-09,"18589",1,24-10-08,17,24-10-07
2531,153,20,1305,23-06-04,23-06-13,"17322",1,23-06-05,17,23-06-06
2532,529,8,2257,24-10-22,24-10-26,"16132",1,24-10-25,17,24-10-26
2533,30,7,1059,24-02-03,24-02-10,"19543",1,24-02-05,17,24-02-05
2534,164,3,1327,24-12-05,24-12-11,"19735",1,24-12-09,17,24-12-07
2535,155,7,1309,24-09-06,24-09-11,"17931",1,24-09-10,17,24-09-08
2536,841,6,3041,24-11-23,24-11-26,"17392",1,24-11-27,17,24-11-27
2537,590,14,2379,24-07-29,24-07-31,"17923",1,24-07-31,17,24-08-02
2538,888,16,3088,23-08-11,23-08-18,"19765",1,23-08-12,17,23-08-13
2539,414,13,2027,23-06-29,23-07-01,"11516",1,23-07-03,17,23-07-02
2540,7,16,1013,23-05-28,23-06-01,"11810",1,23-05-30,17,23-05-30
2541,13,2,1025,24-06-17,24-06-21,"19979",1,24-06-19,17,24-06-22
2542,566,13,2331,24-08-12,24-08-20,"15675",1,24-08-13,17,24-08-16
2543,528,7,2255,23-12-16,23-12-18,"13593",1,23-12-18,17,23-12-20
2544,493,13,2185,24-01-05,24-01-07,"12116",1,24-01-06,17,24-01-10
2545,145,6,1289,23-01-23,23-01-27,"19340",1,23-01-25,17,23-01-25
2546,552,8,2303,23-01-16,23-01-23,"12671",1,23-01-17,17,23-01-20
2547,32,8,1063,24-07-31,24-08-03,"17480",1,24-08-02,17,24-08-02
2548,948,7,3148,24-10-13,24-10-22,"12314",1,24-10-15,17,24-10-16
2549,841,15,3041,24-08-02,24-08-06,"12341",1,24-08-04,17,24-08-06
2550,832,2,3032,24-11-13,24-11-19,"14961",1,24-11-16,17,24-11-15
2551,47,15,1093,23-06-21,23-06-27,"17224",1,23-06-24,17,23-06-25
2552,42,8,1083,24-11-10,24-11-12,"13673",1,24-11-12,17,24-11-12
2553,29,3,1057,23-10-25,23-11-03,"11783",1,23-10-29,17,23-10-27
2554,976,14,3176,24-10-15,24-10-17,"13686",1,24-10-19,6,24-10-18
2555,805,7,3005,24-01-23,24-01-27,"17366",1,24-01-24,6,24-01-26
2556,884,7,3084,24-08-01,24-08-06,"17268",1,24-08-03,6,24-08-03
2557,130,7,1259,23-11-11,23-11-17,"16778",1,23-11-14,6,23-11-14
2558,575,20,2349,24-06-29,24-07-05,"15939",1,24-07-01,6,24-07-01
2559,993,8,3193,24-09-01,24-09-09,"16571",1,24-09-02,6,24-09-06
2560,542,7,2283,24-06-07,24-06-11,"10542",1,24-06-09,6,24-06-09
2561,406,3,2011,23-03-24,23-04-02,"17089",1,23-03-27,6,23-03-28
2562,551,6,2301,23-05-04,23-05-08,"12765",1,23-05-05,6,23-05-06
2563,994,20,3194,24-05-26,24-05-30,"16548",1,24-05-29,6,24-05-30
2564,67,8,1133,24-12-25,25-01-02,"13121",1,24-12-28,6,24-12-29
2565,53,6,1105,23-02-04,23-02-07,"15123",1,23-02-06,6,23-02-08
2566,48,8,1095,24-03-23,24-03-29,"14787",1,24-03-26,6,24-03-25
2567,444,16,2087,24-07-01,24-07-09,"15660",1,24-07-03,6,24-07-04
2568,925,7,3125,23-12-10,23-12-12,"18108",1,23-12-14,6,23-12-14
2569,127,13,1253,23-07-04,23-07-09,"10103",1,23-07-07,6,23-07-09
2570,438,16,2075,24-07-25,24-07-29,"14175",1,24-07-28,6,24-07-26
2571,903,13,3103,24-07-22,24-07-23,"16517",1,24-07-23,6,24-07-26
2572,879,20,3079,23-08-06,23-08-15,"19617",1,23-08-11,6,23-08-11
2573,499,6,2197,23-01-09,23-01-12,"11487",1,23-01-12,10,23-01-11
2574,146,13,1291,24-09-08,24-09-14,"18017",1,24-09-11,6,24-09-12
2575,12,13,1023,24-04-12,24-04-19,"10483",1,24-04-15,6,24-04-16
2576,578,13,2355,23-09-18,23-09-26,"16976",1,23-09-23,10,23-09-23
2577,17,20,1033,24-07-22,24-07-31,"12108",1,24-07-25,6,24-07-26
2578,159,13,1317,23-06-08,23-06-10,"11556",1,23-06-12,6,23-06-12
2579,877,8,3077,23-06-29,23-07-04,"19998",1,23-07-02,6,23-07-04
2580,155,2,1309,23-09-17,23-09-22,"12492",1,23-09-18,6,23-09-21
2581,901,6,3101,23-02-27,23-03-07,"11403",1,23-03-04,10,23-03-01
2582,188,13,1375,24-03-28,24-03-31,"14410",1,24-03-31,6,24-04-02
2583,923,2,3123,23-02-13,23-02-22,"11266",1,23-02-17,6,23-02-15
2584,879,6,3079,23-06-21,23-06-27,"15614",1,23-06-23,6,23-06-24
2585,849,16,3049,24-12-17,24-12-26,"13932",1,24-12-20,6,24-12-20
2586,127,20,1253,24-11-17,24-11-24,"12598",1,24-11-21,6,24-11-19
2587,508,3,2215,24-05-17,24-05-18,"10389",1,24-05-19,6,24-05-19
2588,7,6,1013,23-03-04,23-03-10,"11914",1,23-03-07,6,23-03-08
2589,87,13,1173,23-09-29,23-10-04,"17489",1,23-10-04,6,23-10-04
2590,1001,3,3201,24-12-15,24-12-20,"14278",1,24-12-19,6,24-12-19
2591,1001,13,3201,24-08-24,24-08-28,"14840",1,24-08-29,6,24-08-27
2592,492,15,2183,24-05-26,24-06-04,"14489",1,24-05-29,6,24-05-28
2593,183,15,1365,23-07-19,23-07-28,"12628",1,23-07-22,6,23-07-21
2594,579,7,2357,23-05-29,23-06-06,"15200",1,23-05-30,6,23-06-02
2595,499,6,2197,24-09-15,24-09-18,"11487",1,24-09-18,13,24-09-19
2596,578,13,2355,24-06-15,24-06-17,"16976",1,24-06-19,14,24-06-18
2597,901,6,3101,23-06-13,23-06-19,"11403",1,23-06-15,10,23-06-15
2598,1002,8,3202,23-01-30,23-02-08,"16330",1,23-02-01,16,23-02-03
2599,939,7,3139,23-04-15,23-04-20,"14910",1,23-04-20,16,23-04-19
2600,453,3,2105,24-03-22,24-03-24,"11099",1,24-03-25,16,24-03-27
2601,926,2,3126,24-12-17,24-12-24,"13469",1,24-12-20,15,24-12-19
2602,441,13,2081,23-10-18,23-10-25,"17634",1,23-10-21,16,23-10-20
2603,561,7,2321,24-01-18,24-01-23,"18844",1,24-01-22,16,24-01-22
2604,5,3,1009,24-03-18,24-03-23,"15016",1,24-03-20,16,24-03-19
2605,993,2,3193,24-09-08,24-09-09,"19739",1,24-09-11,16,24-09-12
2606,854,8,3054,24-08-19,24-08-27,"11307",1,24-08-20,16,24-08-21
2607,906,3,3106,23-09-22,23-09-26,"13079",1,23-09-27,16,23-09-26
2608,920,6,3120,24-11-04,24-11-09,"17857",1,24-11-08,16,24-11-08
2609,816,15,3016,24-09-13,24-09-14,"14891",1,24-09-18,16,24-09-14
2610,554,2,2307,24-07-18,24-07-20,"12965",1,24-07-22,16,24-07-22
2611,431,15,2061,23-01-20,23-01-28,"14669",1,23-01-24,16,23-01-23
2612,122,15,1243,23-10-15,23-10-22,"15181",1,23-10-19,16,23-10-20
2613,584,7,2367,23-12-03,23-12-09,"11919",1,23-12-05,16,23-12-05
2614,91,15,1181,24-09-24,24-09-30,"14197",1,24-09-27,16,24-09-27
2615,524,2,2247,23-02-15,23-02-20,"13452",1,23-02-17,16,23-02-18
2616,118,20,1235,23-04-17,23-04-20,"19021",1,23-04-18,16,23-04-19
2617,443,6,2085,23-12-17,23-12-24,"18204",1,23-12-21,15,23-12-19
2618,965,20,3165,24-02-14,24-02-23,"11075",1,24-02-18,16,24-02-19
2619,484,6,2167,24-08-29,24-09-04,"14927",1,24-08-31,16,24-08-30
2620,186,8,1371,23-11-20,23-11-29,"18920",1,23-11-22,16,23-11-24
2621,54,6,1107,23-01-22,23-01-26,"12289",1,23-01-24,16,23-01-27
2622,814,2,3014,23-01-17,23-01-19,"11229",1,23-01-19,16,23-01-21
2623,445,6,2089,23-11-18,23-11-20,"13188",1,23-11-21,16,23-11-23
2624,823,2,3023,23-08-19,23-08-26,"14885",1,23-08-20,16,23-08-22
2625,167,8,1333,23-12-14,23-12-21,"18109",1,23-12-15,16,23-12-18
2626,956,3,3156,24-03-11,24-03-18,"10204",1,24-03-15,16,24-03-13
2627,573,20,2345,23-06-12,23-06-20,"13484",1,23-06-16,16,23-06-14
2628,21,7,1041,23-10-24,23-11-01,"10059",1,23-10-26,16,23-10-26
2629,809,2,3009,24-07-01,24-07-05,"17686",1,24-07-02,16,24-07-03
2630,903,8,3103,23-08-23,23-08-26,"18974",1,23-08-25,16,23-08-27
2631,875,6,3075,24-07-18,24-07-21,"18665",1,24-07-20,15,24-07-22
2632,405,2,2009,24-04-21,24-04-30,"17268",1,24-04-23,16,24-04-23
2633,410,14,2019,23-09-07,23-09-12,"13124",1,23-09-09,16,23-09-08
2634,408,14,2015,24-01-28,24-01-31,"12293",1,24-01-29,16,24-01-30
2635,933,15,3133,23-03-06,23-03-15,"16560",1,23-03-08,16,23-03-09
2636,177,15,1353,24-10-09,24-10-13,"11351",1,24-10-10,15,24-10-11
2637,568,13,2335,23-11-21,23-11-27,"16970",1,23-11-22,16,23-11-24
2638,892,6,3092,24-12-03,24-12-08,"13469",1,24-12-06,16,24-12-05
2639,926,2,3126,23-01-25,23-01-29,"13469",1,23-01-29,20,23-01-27
2640,443,6,2085,24-02-20,24-02-23,"18204",1,24-02-23,17,24-02-23
2641,875,6,3075,23-05-14,23-05-23,"18665",1,23-05-17,13,23-05-19
2642,177,15,1353,23-02-01,23-02-04,"11351",1,23-02-03,17,23-02-05
2643,918,7,3118,23-06-18,23-06-21,"19680",1,23-06-21,13,23-06-19
2644,968,8,3168,24-03-03,24-03-06,"10763",1,24-03-04,13,24-03-05
2645,488,2,2175,24-08-31,24-09-05,"13043",1,24-09-03,13,24-09-04
2646,978,16,3178,23-08-30,23-09-07,"15910",1,23-09-02,13,23-09-01
2647,562,2,2323,24-06-22,24-07-02,"15036",1,24-06-24,13,24-06-24
2648,90,8,1179,23-12-28,24-01-04,"15625",1,24-01-01,13,23-12-30
2649,907,7,3107,24-05-16,24-05-21,"13236",1,24-05-19,13,24-05-21
2650,947,3,3147,24-03-30,24-04-04,"12977",1,24-04-01,13,24-04-03
2651,439,8,2077,24-07-10,24-07-17,"10798",1,24-07-14,13,24-07-13
2652,807,6,3007,24-05-31,24-06-06,"17817",1,24-06-03,13,24-06-04
2653,586,16,2371,24-06-03,24-06-07,"11224",1,24-06-07,13,24-06-07
2654,81,16,1161,23-01-27,23-01-29,"15260",1,23-02-01,13,23-02-01
2655,914,8,3114,24-08-07,24-08-14,"18940",1,24-08-09,13,24-08-11
2656,901,20,3101,24-12-22,24-12-24,"14527",1,24-12-23,13,24-12-26
2657,904,7,3104,24-04-22,24-05-02,"18287",1,24-04-23,13,24-04-24
2658,94,13,1187,24-04-18,24-04-20,"19794",1,24-04-23,13,24-04-22
2659,514,8,2227,23-02-21,23-02-26,"13327",1,23-02-23,13,23-02-23
2660,940,16,3140,23-09-06,23-09-07,"18687",1,23-09-08,13,23-09-09
2661,7,20,1013,23-09-06,23-09-09,"10004",1,23-09-07,13,23-09-10
2662,142,16,1283,24-09-18,24-09-26,"12090",1,24-09-20,13,24-09-21
2663,80,6,1159,23-03-02,23-03-07,"19238",1,23-03-05,13,23-03-06
2664,494,13,2187,24-01-13,24-01-15,"14813",1,24-01-16,13,24-01-16
2665,74,20,1147,24-04-23,24-05-02,"13256",1,24-04-27,13,24-04-25
2666,862,13,3062,24-05-10,24-05-14,"16695",1,24-05-13,13,24-05-14
2667,508,6,2215,24-05-26,24-05-27,"18916",1,24-05-31,13,24-05-29
2668,531,2,2261,23-05-04,23-05-07,"10979",1,23-05-07,13,23-05-06
2669,98,8,1195,24-07-29,24-07-31,"16629",1,24-07-30,13,24-08-02
2670,831,7,3031,24-11-04,24-11-08,"19602",1,24-11-07,13,24-11-08
2671,192,7,1383,23-10-15,23-10-22,"11734",1,23-10-19,13,23-10-17
2672,596,14,2391,23-07-26,23-07-31,"10465",1,23-07-27,13,23-07-29
2673,89,6,1177,23-09-04,23-09-13,"19921",1,23-09-06,13,23-09-05
2674,804,20,3004,23-10-02,23-10-10,"13310",1,23-10-04,13,23-10-03
2675,915,16,3115,23-05-11,23-05-20,"12016",1,23-05-15,13,23-05-12
2676,930,15,3130,24-11-19,24-11-25,"15908",1,24-11-23,13,24-11-24
2677,915,3,3115,23-12-17,23-12-23,"11401",1,23-12-20,13,23-12-20
2678,571,7,2341,23-11-22,23-12-02,"17615",1,23-11-24,13,23-11-23
2679,448,7,2095,24-03-02,24-03-09,"13437",1,24-03-05,13,24-03-07
2680,898,16,3098,24-09-05,24-09-11,"19905",1,24-09-08,10,24-09-07
2681,904,3,3104,24-11-20,24-11-24,"13811",1,24-11-23,10,24-11-23
2682,429,13,2057,24-10-12,24-10-19,"10959",1,24-10-14,10,24-10-17
2683,132,3,1263,24-12-30,25-01-09,"11020",1,25-01-04,10,25-01-04
2684,960,20,3160,24-09-25,24-09-27,"18901",1,24-09-29,10,24-09-30
2685,169,7,1337,23-04-12,23-04-15,"16300",1,23-04-15,10,23-04-16
2686,515,14,2229,23-12-19,23-12-22,"12899",1,23-12-24,10,23-12-24
2687,491,16,2181,23-12-26,24-01-05,"13285",1,23-12-31,10,23-12-28
2688,985,20,3185,23-05-14,23-05-22,"17754",1,23-05-16,10,23-05-16
2689,474,3,2147,23-07-20,23-07-24,"15474",1,23-07-23,10,23-07-24
2690,874,16,3074,23-05-01,23-05-09,"16202",1,23-05-05,10,23-05-04
2691,525,7,2249,24-01-09,24-01-13,"12461",1,24-01-11,10,24-01-11
2692,170,8,1339,23-01-28,23-02-05,"17178",1,23-02-02,10,23-02-01
2693,889,6,3089,24-09-13,24-09-15,"13454",1,24-09-17,10,24-09-15
2694,884,8,3084,24-04-13,24-04-16,"17325",1,24-04-18,10,24-04-16
2695,156,6,1311,23-07-01,23-07-05,"13581",1,23-07-05,13,23-07-02
2696,92,16,1183,23-09-06,23-09-10,"15272",1,23-09-08,10,23-09-09
2697,62,6,1123,23-07-24,23-07-29,"13702",1,23-07-28,10,23-07-25
2698,907,3,3107,24-09-15,24-09-20,"19382",1,24-09-17,10,24-09-19
2699,429,16,2057,24-03-20,24-03-29,"10244",1,24-03-21,10,24-03-23
2700,922,3,3122,24-11-08,24-11-15,"19664",1,24-11-11,10,24-11-10
2701,474,13,2147,23-02-03,23-02-10,"11914",1,23-02-06,10,23-02-07
2702,861,6,3061,23-01-17,23-01-19,"14807",1,23-01-21,10,23-01-20
2703,95,14,1189,24-05-11,24-05-15,"15031",1,24-05-16,10,24-05-14
2704,846,20,3046,23-02-28,23-03-09,"11184",1,23-03-04,10,23-03-04
2705,17,20,1033,24-07-24,24-07-25,"18030",1,24-07-26,10,24-07-28
2706,906,13,3106,23-06-03,23-06-06,"12703",1,23-06-05,10,23-06-05
2707,481,15,2161,23-01-31,23-02-07,"18291",1,23-02-04,10,23-02-03
2708,472,14,2143,24-12-17,24-12-24,"15558",1,24-12-21,10,24-12-19
2709,533,14,2265,23-02-03,23-02-07,"10157",1,23-02-08,10,23-02-06
2710,3,13,1005,23-08-11,23-08-18,"14993",1,23-08-15,10,23-08-16
2711,80,8,1159,24-07-27,24-08-03,"16294",1,24-07-30,10,24-08-01
2712,147,6,1293,23-10-01,23-10-03,"19942",1,23-10-04,10,23-10-04
2713,471,13,2141,24-11-02,24-11-06,"19731",1,24-11-05,10,24-11-04
2714,146,2,1291,24-12-13,24-12-14,"10404",1,24-12-17,10,24-12-14
2715,823,6,3023,23-10-20,23-10-25,"18420",1,23-10-23,10,23-10-21
2716,843,13,3043,24-04-17,24-04-21,"12772",1,24-04-21,10,24-04-20
2717,889,8,3089,24-04-13,24-04-22,"16707",1,24-04-18,10,24-04-16
2718,839,3,3039,24-02-26,24-03-03,"18498",1,24-03-01,10,24-03-01
2719,804,3,3004,24-03-26,24-04-04,"15009",1,24-03-31,10,24-03-30
2720,824,13,3024,23-10-09,23-10-17,"10082",1,23-10-13,10,23-10-14
2721,429,16,2057,23-03-30,23-04-02,"18800",1,23-04-03,10,23-04-04
2722,946,7,3146,24-04-02,24-04-08,"13207",1,24-04-04,10,24-04-05
2723,562,20,2323,24-05-20,24-05-24,"17064",1,24-05-23,10,24-05-25
2724,830,8,3030,24-12-25,25-01-01,"11406",1,24-12-29,13,24-12-28
2725,852,14,3052,23-11-02,23-11-07,"13926",1,23-11-05,10,23-11-07
2726,157,14,1313,24-04-26,24-04-29,"19760",1,24-05-01,10,24-04-29
2727,866,7,3066,23-07-21,23-07-24,"13920",1,23-07-25,10,23-07-24
