"ORDERLINEID","ORDERID","ITEMID","DESCRIPTION","QUANTITY","UNITPRICE","TAXRATE","PICKEDQUANTITY","PICKINGCOMPLETEDWHEN"
18238,5721,93,"""The Gu"" red shirt XML tag t-shirt (Black) M",96,18,15,96,24-07-14
18239,5721,130,"Furry gorilla with big eyes slippers (Black) S",1,32,15,1,24-07-14
18240,5721,57,"IT joke mug - hardware: part of the computer that can be kicked (Black)",9,13,15,9,24-07-14
18241,5721,18,"DBA joke mug - daaaaaa-ta (White)",10,13,15,10,24-07-14
18242,5722,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",48,18,15,48,23-06-01
18243,5722,184,"Shipping carton (Brown) 305x305x305mm",25,3.5,15,25,23-06-01
18244,5722,48,"Developer joke mug - this code was generated by a tool (White)",9,13,15,9,23-06-01
18245,5722,17,"DBA joke mug - mind if I join you? (Black)",2,13,15,2,23-06-01
18246,5722,213,"Air cushion film 200mmx100mm 325m",9,87,15,9,23-06-01
18247,5723,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",72,18,15,72,24-04-03
18248,5723,42,"Developer joke mug - understanding recursion requires understanding recursion (White)",6,13,15,6,24-04-03
18249,5723,141,"Furry animal socks (Pink) XL",96,5,15,96,24-04-03
14309,4462,144,"Halloween zombie mask (Light Brown) L",84,18,15,84,24-11-26
14310,4463,183,"Shipping carton (Brown) 480x270x320mm",200,2.74,15,200,23-10-09
14311,4463,14,"USB food flash drive - fortune cookie",9,32,15,9,23-10-09
14312,4463,201,"Red and white urgent despatch tape 48mmx75m",240,3.7,15,240,23-10-09
14313,4463,191,"Black and orange fragile despatch tape 48mmx75m",144,3.7,15,144,23-10-09
14314,4463,142,"Halloween zombie mask (Light Brown) S",48,18,15,48,23-10-09
14315,4464,12,"USB food flash drive - donut",5,32,15,5,23-06-07
14316,4472,193,"Black and orange glass with care despatch tape 48mmx75m",96,3.7,15,96,24-01-16
14317,4464,32,"Developer joke mug - that's a hardware problem (White)",1,13,15,1,23-06-07
14318,4464,174,"Bubblewrap dispenser (Black) 1.5m",3,240,15,3,23-06-07
14319,4465,61,"RC toy sedan car with remote control (Green) 1/50 scale",3,25,15,3,23-09-01
14320,4465,66,"RC big wheel monster truck with remote control (Black) 1/50 scale",10,45,15,10,23-09-01
14321,4465,110,"Superhero action jacket (Blue) S",5,25,15,5,23-09-01
14322,4466,217,"Void fill 200 L bag (White) 200L",10,25,15,10,24-04-14
14323,4466,51,"Developer joke mug - old C developers never die (Black)",6,13,15,6,24-04-14
14324,4466,57,"IT joke mug - hardware: part of the computer that can be kicked (Black)",2,13,15,2,24-04-14
14325,4467,156,"10 mm Double sided bubble wrap 10m",90,15,15,90,23-05-26
14326,4467,47,"Developer joke mug - a foo walks into a bar (Black)",2,13,15,2,23-05-26
14327,4467,7,"USB food flash drive - pizza slice",10,32,15,10,23-05-26
14328,4468,170,"20 mm Anti static bubble wrap (Blue) 50m",30,102,15,30,24-07-02
14329,4468,66,"RC big wheel monster truck with remote control (Black) 1/50 scale",3,45,15,3,24-07-02
14330,4468,5,"USB food flash drive - hamburger",2,32,15,2,24-07-02
14331,4468,130,"Furry gorilla with big eyes slippers (Black) S",7,32,15,7,24-07-02
14332,4469,212,"Large  replacement blades 18mm",70,4.3,15,70,24-06-02
14333,4469,190,"Clear packaging tape 48mmx100m",120,3.5,15,120,24-06-02
14334,4469,21,"DBA joke mug - you might be a DBA if (Black)",7,13,15,7,24-06-02
15001,4680,1,"USB missile launcher (Green)",6,25,15,6,24-08-03
15002,4680,116,"Superhero action jacket (Blue) 4XL",5,34,15,5,24-08-03
15003,4704,193,"Black and orange glass with care despatch tape 48mmx75m",216,3.7,15,216,23-05-02
15004,4680,121,"Dinosaur battery-powered slippers (Green) XL",3,32,15,3,24-08-03
15005,4681,133,"Furry gorilla with big eyes slippers (Black) XL",8,32,15,8,23-04-10
15006,4681,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",120,18,15,120,23-04-10
15007,4681,180,"Shipping carton (Brown) 279x254x217mm",125,1.11,15,125,23-04-10
15008,4681,120,"Dinosaur battery-powered slippers (Green) L",9,32,15,9,23-04-10
15009,4682,34,"Developer joke mug - fun was unexpected at this time (White)",5,13,15,5,23-04-10
15010,4682,172,"32 mm Anti static bubble wrap (Blue) 20m",50,48,15,50,23-04-10
15011,4682,114,"Superhero action jacket (Blue) XXL",7,30,15,7,23-04-10
15012,4705,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",120,18,15,0,
15013,4683,111,"Superhero action jacket (Blue) M",10,30,15,10,23-10-22
15014,4683,44,"Developer joke mug - there are 10 types of people in the world (White)",9,13,15,9,23-10-22
15015,4683,136,"Animal with big feet slippers (Brown) L",8,32,15,8,23-10-22
15016,4683,126,"Plush shark slippers (Gray) S",7,32,15,7,23-10-22
15017,4684,7,"USB food flash drive - pizza slice",3,32,15,3,23-07-05
15018,4684,162,"32 mm Double sided bubble wrap 10m",80,22,15,80,23-07-05
15019,4685,25,"DBA joke mug - I will get you in order (Black)",10,13,15,10,24-04-04
15020,4685,145,"Halloween zombie mask (Light Brown) XL",84,18,15,84,24-04-04
15021,4686,41,"Developer joke mug - (hip, hip, array) (Black)",9,13,15,9,24-10-11
15022,4686,32,"Developer joke mug - that's a hardware problem (White)",9,13,15,9,24-10-11
15023,4687,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",36,18,15,36,24-10-09
15024,4687,117,"Superhero action jacket (Blue) 5XL",8,34,15,8,24-10-09
15025,4687,159,"20 mm Double sided bubble wrap 10m",100,18,15,100,24-10-09
15026,4688,118,"Dinosaur battery-powered slippers (Green) S",3,32,15,3,24-06-13
15027,4688,56,"IT joke mug - hardware: part of the computer that can be kicked (White)",7,13,15,7,24-06-13
15028,4688,73,"Ride on vintage American toy coupe (Red) 1/12 scale",2,285,15,2,24-06-13
15029,4689,151,"Pack of 12 action figures (male)",7,16,15,7,24-03-09
15030,4689,132,"Furry gorilla with big eyes slippers (Black) L",1,32,15,1,24-03-09
15031,4689,106,"Alien officer hoodie (Black) 5XL",5,35,15,5,24-03-09
15032,4689,75,"Ride on big wheel monster truck (Black) 1/12 scale",3,345,15,3,24-03-09
15908,5008,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",84,18,15,84,24-06-25
15909,4977,56,"IT joke mug - hardware: part of the computer that can be kicked (White)",3,13,15,3,23-06-03
15910,4978,194,"Black and orange glass with care despatch tape  48mmx100m",120,4.1,15,120,24-07-09
15911,4978,198,"Black and orange this way up despatch tape  48mmx100m",72,4.1,15,72,24-07-09
15912,4978,79,"""The Gu"" red shirt XML tag t-shirt (White) S",72,18,15,72,24-07-09
15913,4978,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",96,18,15,96,24-07-09
15914,4978,136,"Animal with big feet slippers (Brown) L",3,32,15,3,24-07-09
15915,4979,15,"USB food flash drive - dessert 10 drive variety pack",4,240,15,4,24-02-08
15916,4979,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",24,18,15,24,24-02-08
15917,4979,217,"Void fill 200 L bag (White) 200L",20,25,15,20,24-02-08
15918,4979,23,"DBA joke mug - it depends (Black)",3,13,15,3,24-02-08
15919,4979,9,"USB food flash drive - banana",5,32,15,5,24-02-08
15920,4980,102,"Alien officer hoodie (Black) XL",10,35,15,10,24-02-05
15921,4980,144,"Halloween zombie mask (Light Brown) L",24,18,15,24,24-02-05
15922,4980,79,"""The Gu"" red shirt XML tag t-shirt (White) S",36,18,15,36,24-02-05
15923,4980,217,"Void fill 200 L bag (White) 200L",10,25,15,10,24-02-05
15924,4981,163,"32 mm Double sided bubble wrap 20m",90,37,15,90,24-10-14
15925,4981,133,"Furry gorilla with big eyes slippers (Black) XL",8,32,15,8,24-10-14
15926,4981,191,"Black and orange fragile despatch tape 48mmx75m",72,3.7,15,72,24-10-14
15927,4982,34,"Developer joke mug - fun was unexpected at this time (White)",8,13,15,8,23-10-28
15928,4982,55,"IT joke mug - that behavior is by design (Black)",10,13,15,10,23-10-28
15929,5007,98,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",48,18,15,48,23-11-30
15930,4983,98,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",24,18,15,24,24-10-12
15931,4983,106,"Alien officer hoodie (Black) 5XL",5,35,15,5,24-10-12
15932,4983,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",108,18,15,108,24-10-12
15933,4984,134,"Animal with big feet slippers (Brown) S",1,32,15,1,24-08-04
15934,4984,198,"Black and orange this way up despatch tape  48mmx100m",24,4.1,15,24,24-08-04
15935,4985,168,"20 mm Anti static bubble wrap (Blue) 10m",50,29,15,50,24-12-26
15936,4985,11,"USB food flash drive - cookie",7,32,15,7,24-12-26
15937,4985,158,"10 mm Double sided bubble wrap 50m",30,105,15,30,24-12-26
15938,4986,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",108,18,15,108,24-07-06
15939,4986,61,"RC toy sedan car with remote control (Green) 1/50 scale",6,25,15,6,24-07-06
15940,4987,8,"USB food flash drive - dim sum 10 drive variety pack",1,240,15,1,24-09-01
15941,4987,157,"10 mm Double sided bubble wrap 20m",90,30,15,90,24-09-01
15942,4987,182,"Shipping carton (Brown) 457x279x279mm",225,1.28,15,225,24-09-01
15943,4987,31,"Developer joke mug - Oct 31 = Dec 25 (Black)",8,13,15,8,24-09-01
15944,4987,163,"32 mm Double sided bubble wrap 20m",80,37,15,80,24-09-01
15945,4988,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",84,18,15,84,23-11-27
15946,4988,214,"Air cushion film 200mmx200mm 325m",4,90,15,4,23-11-27
15947,4989,216,"Void fill 100 L bag (White) 100L",80,12.5,15,80,23-08-29
15948,4989,210,"Packing knife with metal insert blade (Yellow) 18mm",20,2.4,15,20,23-08-29
15949,4990,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",72,18,15,72,23-04-01
15950,4990,171,"32 mm Anti static bubble wrap (Blue) 10m",70,32,15,70,23-04-01
15951,4990,40,"Developer joke mug - (hip, hip, array) (White)",4,13,15,4,23-04-01
15952,4991,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",72,18,15,72,23-03-03
15953,4991,148,"Halloween skull mask (Gray) L",96,18,15,96,23-03-03
15954,4991,35,"Developer joke mug - fun was unexpected at this time (Black)",4,13,15,4,23-03-03
15955,4991,215,"Air cushion machine (Blue)",4,1899,15,4,23-03-03
15956,4992,134,"Animal with big feet slippers (Brown) S",4,32,15,4,23-09-24
15957,4992,173,"32 mm Anti static bubble wrap (Blue) 50m",60,105,15,60,23-09-24
15958,4992,39,"Developer joke mug - inheritance is the OO way to become wealthy (Black)",7,13,15,7,23-09-24
15959,4992,120,"Dinosaur battery-powered slippers (Green) L",3,32,15,3,23-09-24
15960,4992,139,"Furry animal socks (Pink) M",120,5,15,120,23-09-24
15961,4993,81,"""The Gu"" red shirt XML tag t-shirt (White) L",84,18,15,84,23-02-20
15962,4993,54,"IT joke mug - that behavior is by design (White)",7,13,15,7,23-02-20
15963,4993,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",60,18,15,60,23-02-20
15964,4993,143,"Halloween zombie mask (Light Brown) M",24,18,15,24,23-02-20
15965,4994,1,"USB missile launcher (Green)",3,25,15,3,24-05-11
16837,5275,119,"Dinosaur battery-powered slippers (Green) M",2,32,15,2,23-07-27
16838,5311,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",24,18,15,24,24-04-06
16839,5275,60,"RC toy sedan car with remote control (Blue) 1/50 scale",1,25,15,1,23-07-27
16840,5276,163,"32 mm Double sided bubble wrap 20m",100,37,15,100,24-05-28
16841,5276,108,"Superhero action jacket (Blue) XXS",7,25,15,7,24-05-28
16842,5276,138,"Furry animal socks (Pink) S",48,5,15,48,24-05-28
16843,5277,89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",60,18,15,60,23-03-19
16844,5277,151,"Pack of 12 action figures (male)",1,16,15,1,23-03-19
16845,5278,25,"DBA joke mug - I will get you in order (Black)",9,13,15,9,24-03-02
16846,5278,14,"USB food flash drive - fortune cookie",4,32,15,4,24-03-02
16847,5278,135,"Animal with big feet slippers (Brown) M",4,32,15,4,24-03-02
16848,5279,189,"Clear packaging tape 48mmx75m",156,2.9,15,156,23-02-05
16849,5279,22,"DBA joke mug - it depends (White)",7,13,15,7,23-02-05
16850,5279,196,"Black and orange handle with care despatch tape  48mmx100m",144,4.1,15,144,23-02-05
16851,5280,179,"Shipping carton (Brown) 229x229x229mm",250,1.05,15,250,24-11-02
16852,5280,175,"Bubblewrap dispenser (Blue) 1.5m",9,240,15,9,24-11-02
16853,5281,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",84,18,15,84,24-04-13
16854,5281,129,"Plush shark slippers (Gray) XL",7,32,15,7,24-04-13
16855,5281,93,"""The Gu"" red shirt XML tag t-shirt (Black) M",72,18,15,72,24-04-13
16856,5281,32,"Developer joke mug - that's a hardware problem (White)",7,13,15,7,24-04-13
16857,5282,40,"Developer joke mug - (hip, hip, array) (White)",7,13,15,7,24-07-19
16858,5282,1,"USB missile launcher (Green)",5,25,15,5,24-07-19
16859,5283,136,"Animal with big feet slippers (Brown) L",3,32,15,3,23-12-03
16860,5283,135,"Animal with big feet slippers (Brown) M",2,32,15,2,23-12-03
16861,5283,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",84,18,15,84,23-12-03
16862,5283,192,"Black and orange fragile despatch tape 48mmx100m",324,4.1,15,324,23-12-03
16863,5312,80,"""The Gu"" red shirt XML tag t-shirt (White) M",120,18,15,120,23-04-22
16864,5284,29,"DBA joke mug - two types of DBAs (Black)",9,13,15,9,24-05-18
16865,5284,69,"Ride on toy sedan car (Blue) 1/12 scale",9,230,15,9,24-05-18
16866,5284,158,"10 mm Double sided bubble wrap 50m",90,105,15,90,24-05-18
16867,5284,106,"Alien officer hoodie (Black) 5XL",6,35,15,6,24-05-18
16868,5284,196,"Black and orange handle with care despatch tape  48mmx100m",120,4.1,15,120,24-05-18
16869,5309,86,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",36,18,15,36,23-09-23
16870,5285,123,"Ogre battery-powered slippers (Green) M",8,32,15,8,23-03-01
16871,5285,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",36,18,15,36,23-03-01
16872,5285,68,"Ride on toy sedan car (Red) 1/12 scale",8,230,15,8,23-03-01
16873,5285,114,"Superhero action jacket (Blue) XXL",4,30,15,4,23-03-01
16874,5286,206,"Permanent marker black 5mm nib (Black) 5mm",36,2.7,15,36,24-01-20
16875,5286,145,"Halloween zombie mask (Light Brown) XL",120,18,15,120,24-01-20
16876,5287,135,"Animal with big feet slippers (Brown) M",8,32,15,8,23-10-09
16877,5308,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",72,18,15,72,24-05-09
16878,5288,103,"Alien officer hoodie (Black) XXL",10,35,15,10,23-07-14
16879,5288,152,"Pack of 12 action figures (female)",4,16,15,4,23-07-14
16880,5288,176,"Bubblewrap dispenser (Red) 1.5m",10,240,15,10,23-07-14
16881,5288,140,"Furry animal socks (Pink) L",60,5,15,60,23-07-14
16882,5288,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",72,18,15,72,23-07-14
16883,5289,53,"IT joke mug - keyboard not found … press F1 to continue (Black)",3,13,15,3,23-03-20
16884,5289,192,"Black and orange fragile despatch tape 48mmx100m",144,4.1,15,144,23-03-20
16885,5289,130,"Furry gorilla with big eyes slippers (Black) S",10,32,15,10,23-03-20
16886,5289,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",12,18,15,12,23-03-20
16887,5289,33,"Developer joke mug - that's a hardware problem (Black)",8,13,15,8,23-03-20
16888,5290,60,"RC toy sedan car with remote control (Blue) 1/50 scale",9,25,15,9,23-02-21
16889,5290,182,"Shipping carton (Brown) 457x279x279mm",25,1.28,15,25,23-02-21
16890,5290,143,"Halloween zombie mask (Light Brown) M",60,18,15,60,23-02-21
16891,5290,218,"Void fill 300 L bag (White) 300L",80,37.5,15,80,23-02-21
16892,5290,199,"Black and yellow heavy despatch tape  48mmx75m",120,3.7,15,120,23-02-21
16893,5291,59,"RC toy sedan car with remote control (Red) 1/50 scale",9,25,15,9,23-08-15
16894,5291,57,"IT joke mug - hardware: part of the computer that can be kicked (Black)",2,13,15,2,23-08-15
16895,5292,180,"Shipping carton (Brown) 279x254x217mm",125,1.11,15,125,23-12-02
18250,5724,153,"Small sized bubblewrap roll 10m",60,4.5,15,60,23-02-09
18251,5724,195,"Black and orange handle with care despatch tape  48mmx75m",216,3.7,15,216,23-02-09
18252,5724,149,"Halloween skull mask (Gray) XL",120,18,15,120,23-02-09
18253,5724,93,"""The Gu"" red shirt XML tag t-shirt (Black) M",108,18,15,108,23-02-09
18254,5724,186,"Shipping carton (Brown) 457x457x457mm",50,2.1,15,50,23-02-09
18255,5725,24,"DBA joke mug - I will get you in order (White)",4,13,15,4,24-08-22
18256,5763,204,"Tape dispenser (Red)",80,32,15,80,23-05-08
18257,5726,170,"20 mm Anti static bubble wrap (Blue) 50m",20,102,15,20,24-08-23
18258,5726,150,"Pack of 12 action figures (variety)",2,16,15,2,24-08-23
18259,5726,108,"Superhero action jacket (Blue) XXS",3,25,15,3,24-08-23
18260,5726,155,"Large sized bubblewrap roll 50m",20,24,15,20,24-08-23
18261,5726,71,"Ride on toy sedan car (Yellow) 1/12 scale",6,230,15,6,24-08-23
18262,5727,158,"10 mm Double sided bubble wrap 50m",30,105,15,30,24-03-08
18263,5727,173,"32 mm Anti static bubble wrap (Blue) 50m",100,105,15,100,24-03-08
18264,5727,212,"Large  replacement blades 18mm",30,4.3,15,30,24-03-08
18265,5728,184,"Shipping carton (Brown) 305x305x305mm",250,3.5,15,250,24-09-18
18266,5728,7,"USB food flash drive - pizza slice",6,32,15,6,24-09-18
18267,5729,177,"Shipping carton (Brown) 413x285x187mm",100,1.05,15,100,23-12-09
18268,5729,174,"Bubblewrap dispenser (Black) 1.5m",5,240,15,5,23-12-09
18269,5764,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",96,18,15,96,23-01-30
18328,5747,122,"Ogre battery-powered slippers (Green) S",7,32,15,7,24-07-20
18329,5747,111,"Superhero action jacket (Blue) M",7,30,15,7,24-07-20
18330,5747,104,"Alien officer hoodie (Black) 3XL",3,35,15,3,24-07-20
18331,5748,38,"Developer joke mug - inheritance is the OO way to become wealthy (White)",7,13,15,7,24-01-25
18332,5748,39,"Developer joke mug - inheritance is the OO way to become wealthy (Black)",9,13,15,9,24-01-25
18333,5748,135,"Animal with big feet slippers (Brown) M",6,32,15,6,24-01-25
18334,5749,166,"10 mm Anti static bubble wrap (Blue) 20m",60,42,15,60,23-03-09
19001,5969,74,"Ride on vintage American toy coupe (Black) 1/12 scale",8,285,15,8,24-08-01
19002,5970,58,"RC toy sedan car with remote control (Black) 1/50 scale",4,25,15,4,24-08-27
19003,5970,133,"Furry gorilla with big eyes slippers (Black) XL",7,32,15,7,24-08-27
19004,5970,62,"RC toy sedan car with remote control (Yellow) 1/50 scale",8,25,15,8,24-08-27
19005,5970,180,"Shipping carton (Brown) 279x254x217mm",100,1.11,15,100,24-08-27
19006,5971,42,"Developer joke mug - understanding recursion requires understanding recursion (White)",10,13,15,10,23-03-11
19007,5971,178,"Shipping carton (Brown) 500x310x310mm",250,2.55,15,250,23-03-11
19008,5972,117,"Superhero action jacket (Blue) 5XL",4,34,15,4,23-09-10
19009,5972,93,"""The Gu"" red shirt XML tag t-shirt (Black) M",12,18,15,12,23-09-10
19010,5972,170,"20 mm Anti static bubble wrap (Blue) 50m",80,102,15,80,23-09-10
19011,5972,162,"32 mm Double sided bubble wrap 10m",30,22,15,30,23-09-10
19012,5973,114,"Superhero action jacket (Blue) XXL",9,30,15,9,23-02-12
19013,5973,16,"DBA joke mug - mind if I join you? (White)",1,13,15,1,23-02-12
19014,5973,143,"Halloween zombie mask (Light Brown) M",120,18,15,120,23-02-12
19015,5973,209,"Packing knife with metal insert blade (Yellow) 9mm",35,1.89,15,35,23-02-12
19016,5974,59,"RC toy sedan car with remote control (Red) 1/50 scale",3,25,15,3,24-08-16
19017,5974,149,"Halloween skull mask (Gray) XL",84,18,15,84,24-08-16
19018,5974,178,"Shipping carton (Brown) 500x310x310mm",100,2.55,15,100,24-08-16
19019,5974,203,"Tape dispenser (Black)",10,32,15,10,24-08-16
19020,5974,42,"Developer joke mug - understanding recursion requires understanding recursion (White)",5,13,15,5,24-08-16
19021,5975,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",120,18,15,120,24-02-17
19022,5975,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",60,18,15,60,24-02-17
19023,5976,75,"Ride on big wheel monster truck (Black) 1/12 scale",5,345,15,5,23-05-23
19024,5976,40,"Developer joke mug - (hip, hip, array) (White)",4,13,15,4,23-05-23
19025,5977,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",12,18,15,12,24-03-12
19026,5977,110,"Superhero action jacket (Blue) S",8,25,15,8,24-03-12
19027,5978,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",84,18,15,84,23-05-23
19028,5978,154,"Medium sized bubblewrap roll 20m",60,20,15,60,23-05-23
19029,5979,148,"Halloween skull mask (Gray) L",36,18,15,36,23-01-23
19030,5979,72,"Ride on toy sedan car (Pink) 1/12 scale",7,230,15,7,23-01-23
19031,5979,65,"RC vintage American toy coupe with remote control (Black) 1/50 scale",8,30,15,8,23-01-23
14335,4469,110,"Superhero action jacket (Blue) S",10,25,15,10,24-06-02
14336,4473,48,"Developer joke mug - this code was generated by a tool (White)",5,13,15,5,23-08-09
14337,4473,212,"Large  replacement blades 18mm",40,4.3,15,40,23-08-09
14338,4473,55,"IT joke mug - that behavior is by design (Black)",9,13,15,9,23-08-09
14339,4473,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",120,18,15,120,23-08-09
14340,4474,39,"Developer joke mug - inheritance is the OO way to become wealthy (Black)",5,13,15,5,24-08-12
14341,4474,30,"Developer joke mug - Oct 31 = Dec 25 (White)",7,13,15,7,24-08-12
14342,4474,16,"DBA joke mug - mind if I join you? (White)",1,13,15,1,24-08-12
14343,4474,160,"20 mm Double sided bubble wrap 20m",80,33,15,80,24-08-12
14344,4475,89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",36,18,15,36,24-12-29
14345,4475,147,"Halloween skull mask (Gray) M",72,18,15,72,24-12-29
14346,4476,118,"Dinosaur battery-powered slippers (Green) S",7,32,15,7,24-02-23
14347,4476,194,"Black and orange glass with care despatch tape  48mmx100m",192,4.1,15,192,24-02-23
14348,4477,209,"Packing knife with metal insert blade (Yellow) 9mm",20,1.89,15,20,23-08-20
14349,4477,114,"Superhero action jacket (Blue) XXL",2,30,15,2,23-08-20
14350,4477,208,"Permanent marker red 5mm nib (Red) 5mm",48,2.7,15,48,23-08-20
14351,4477,196,"Black and orange handle with care despatch tape  48mmx100m",216,4.1,15,216,23-08-20
14352,4477,50,"Developer joke mug - old C developers never die (White)",4,13,15,4,23-08-20
14353,4478,125,"Ogre battery-powered slippers (Green) XL",4,32,15,4,24-06-08
14354,4478,72,"Ride on toy sedan car (Pink) 1/12 scale",3,230,15,3,24-06-08
14355,4479,12,"USB food flash drive - donut",10,32,15,10,23-02-28
14356,4479,23,"DBA joke mug - it depends (Black)",8,13,15,8,23-02-28
14357,4480,196,"Black and orange handle with care despatch tape  48mmx100m",168,4.1,15,168,24-03-08
14358,4480,176,"Bubblewrap dispenser (Red) 1.5m",3,240,15,3,24-03-08
14359,4481,20,"DBA joke mug - you might be a DBA if (White)",3,13,15,3,24-05-09
14360,4481,200,"Black and yellow heavy despatch tape 48mmx100m",120,4.1,15,120,24-05-09
14361,4481,207,"Permanent marker blue 5mm nib (Blue) 5mm",60,2.7,15,60,24-05-09
14362,4482,218,"Void fill 300 L bag (White) 300L",100,37.5,15,100,23-07-20
14363,4492,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",84,18,15,84,24-11-19
14364,4482,123,"Ogre battery-powered slippers (Green) M",6,32,15,6,23-07-20
14365,4482,166,"10 mm Anti static bubble wrap (Blue) 20m",60,42,15,60,23-07-20
14366,4483,107,"Superhero action jacket (Blue) 3XS",1,25,15,1,23-12-30
14367,4483,162,"32 mm Double sided bubble wrap 10m",80,22,15,80,23-12-30
14368,4483,146,"Halloween skull mask (Gray) S",108,18,15,108,23-12-30
14369,4483,120,"Dinosaur battery-powered slippers (Green) L",9,32,15,9,23-12-30
14370,4484,72,"Ride on toy sedan car (Pink) 1/12 scale",8,230,15,8,23-10-26
14371,4484,31,"Developer joke mug - Oct 31 = Dec 25 (Black)",5,13,15,5,23-10-26
14372,4485,170,"20 mm Anti static bubble wrap (Blue) 50m",40,102,15,40,23-10-04
14373,4485,3,"Office cube periscope (Black)",20,18.5,15,20,23-10-04
14374,4485,217,"Void fill 200 L bag (White) 200L",90,25,15,90,23-10-04
14375,4485,103,"Alien officer hoodie (Black) XXL",4,35,15,4,23-10-04
14376,4486,33,"Developer joke mug - that's a hardware problem (Black)",5,13,15,5,25-01-02
14377,4486,186,"Shipping carton (Brown) 457x457x457mm",225,2.1,15,225,25-01-02
14378,4486,172,"32 mm Anti static bubble wrap (Blue) 20m",80,48,15,80,25-01-02
14379,4486,146,"Halloween skull mask (Gray) S",12,18,15,12,25-01-02
14380,4487,125,"Ogre battery-powered slippers (Green) XL",9,32,15,9,24-05-03
14381,4487,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",72,18,15,72,24-05-03
14382,4487,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",36,18,15,36,24-05-03
14383,4487,153,"Small sized bubblewrap roll 10m",20,4.5,15,20,24-05-03
14384,4487,205,"Tape dispenser (Blue)",90,32,15,90,24-05-03
14385,4488,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",120,18,15,120,23-10-04
14386,4488,133,"Furry gorilla with big eyes slippers (Black) XL",8,32,15,8,23-10-04
14387,4489,63,"RC toy sedan car with remote control (Pink) 1/50 scale",6,25,15,6,23-06-23
14388,4489,116,"Superhero action jacket (Blue) 4XL",10,34,15,10,23-06-23
14389,4582,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",120,18,15,120,24-04-08
14390,4493,80,"""The Gu"" red shirt XML tag t-shirt (White) M",72,18,15,72,23-11-24
15033,4689,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",72,18,15,72,24-03-09
15034,4690,165,"10 mm Anti static bubble wrap (Blue) 10m",90,26,15,90,23-05-10
15035,4690,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",24,18,15,24,23-05-10
15966,4994,202,"Red and white urgent  heavy despatch tape  48mmx100m",24,4.1,15,24,24-05-11
15967,4995,172,"32 mm Anti static bubble wrap (Blue) 20m",100,48,15,100,23-10-27
15968,4995,40,"Developer joke mug - (hip, hip, array) (White)",7,13,15,7,23-10-27
15969,4996,17,"DBA joke mug - mind if I join you? (Black)",7,13,15,7,23-05-28
15970,4996,139,"Furry animal socks (Pink) M",12,5,15,12,23-05-28
15971,4996,130,"Furry gorilla with big eyes slippers (Black) S",6,32,15,6,23-05-28
15972,4996,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",60,18,15,60,23-05-28
15973,4996,162,"32 mm Double sided bubble wrap 10m",70,22,15,70,23-05-28
15974,4997,137,"Animal with big feet slippers (Brown) XL",7,32,15,7,24-09-20
15975,4997,81,"""The Gu"" red shirt XML tag t-shirt (White) L",24,18,15,24,24-09-20
15976,4997,132,"Furry gorilla with big eyes slippers (Black) L",3,32,15,3,24-09-20
15977,4998,169,"20 mm Anti static bubble wrap (Blue) 20m",100,45,15,100,23-07-26
